movieId,keywords
1857,"toy, transformation, based on toy, transformers, robots, intergalactic war"
2604,"vietnam veteran, post traumatic stress  disorder, bar, 1970s, wheelchair, vietnam war, desert, spit in the face, drunkenness, 1950s, 1960s"
107,"gypsy, bare knuckle boxing, slang, trailer park, pig, sport, receiving of stolen goods, cockney accent, diamond, pikey"
392,"chocolate, mayor, praline, single, mother daughter relationship"
8859,"dude, amnesia, idiot, auto, friendship, cannabis, hangover, spoof, teenager, drug, alcohol abuse, celebration, car, duringcreditsstinger, child"
3981,"women, telepathy, supernatural powers, advertising executive, woman director"
711,"upper class, brother brother relationship, scotland, poetry, based on novel, mentor, becoming an adult, professor, literature, intellectually gifted, plagiarism, literature competition, private school, manuscript, seclusion, pulitzer prize, dying and death, idol, friendship, unsociability, high school, scholarship, father figure"
2046,"fortune teller, dream, pond, extrasensory perception"
5001,"suicide, gay, new york, cuba, aids, opression, totalitarian regime, artist, hot air balloon, exile, attempt to escape, fidel castro, cuban revolution, homosexuality, author"
5994,"workaholic, second chance, guardian angel, christmas, career vs family, life reprioritizing"
1493,"undercover agent, beauty contest, terrorism"
134,"prophecy, southern usa, music record, country music, mississippi, seduction, musical, fraud"
1900,"usa, war on drugs, drug traffic, drug dealer, drug smuggle, addicted, police operation, united states–mexico barrier, addiction, drug lord"
26719,"con man, fraud, gambling debts, noir"
2623,"love of one's life, navy, officer"
8043,"prisoner, train ride, governor, army, u.s. marshal, train"
5955,"promise, murder, drawing, porcupine, pledge, retirement party, criminal profile"
2613,"love at first sight, body exchange"
26333,"love, tragedy, orphan, baboon"
2018,"skab under tv, foran, nederste hylde"
37949,
5709,"tv addicted person, television, spoof, campy"
4639,"new york, bomb, california, robbery, detective, texas, attempted murder, police, sociopath, murder, suspense, heist, serial killer, author, gunfight, writer, police detective, exploding car, car explosion, nixon"
96,"smuggling of arms, detective, intensive care, undercover, strip club, armored car, investigation, police, swimming pool, sequel, shootout, gunfight, los angeles, explosion, violence, car chase, detroit, horse track, beverly hills, buddy cop, oil field, cement truck, playboy mansion, shooting range"
90,"california, showdown, undercover, strip club, investigation, weapon, police, smuggling, swimming pool, gunfight, mansion, los angeles, foot chase, art gallery, car chase, warehouse, beverly hills, buddy comedy, country club, maverick cop, detroit michigan, damsel in distress, bar fight"
30994,"punk, party"
764,"falsely accused, beheading, audio tape, log cabin, chain saw, giant plant, aggression by plant, lodge, friends, stop motion, evil, occult, book of the dead, necronomicon, demonic possession, video nasty, unofficial remake"
26964,"father son relationship, hotel, grandmother grandson relationship, videoband, video surveillance, dysfunctional family"
4918,"cold war, agent"
58084,
26156,"high school, youth"
2614,"experiment, shrinking, blood"
40962,
580,"shark attack, bahamas, dying and death, aggression by animal, sequel, revenge, underwater, shark, great white shark, animal attack, caribbean, christmas, banana boat"
1547,"street gang, small town, vampire, comic book, boardwalk, single, amusement park, mother son relationship"
2608,"wish, party, maid, woman director, fairy godmother, weird couple"
32058,woman director
843,"adultery, lovesickness, martial arts, newspaper, wife husband relationship, married couple, shanghai, deceived husband, forbidden love, marriage crisis, secret love, neighbor, author, hong kong, extramarital affair"
318,"hotel, confidence, junkie, book, friendship, insanity, los angeles, drug, fbi agent"
7093,"france, cook, prince"
1921,"workaholic, dogsitter"
6073,"kidnapping, pistol"
2749,"new york, female nudity, prison, prostitute, rape, robbery, fire, detective, airport, shotgun, prisoner, ex-detainee, attempted murder, paranoia, russian, eastern europe, video, knife, fistfight, police, thief, revenge, video camera, escape, breast, dead body, lawyer, shot to death, torture, fear, new york city, urination, violence, home invasion, criminal, police detective, death, drunk, nypd, news report, gun violence, graveyard, death of boyfriend"
49929,
2302,"usa, russia, jew, rabbi, synagogue, bar mitvah, emigrant"
32686,independent film
6028,"detective, death, movie star, murder mystery"
1888,"usa, american football, brother-in-law, wheelchair, honesty, cinematographer, insurance fraud, shadowing, fortune cookie, ex-wife"
2428,"jesus christ, biography, epic"
4986,blackmail
2453,"corruption, harley davidson, drug dealer, los angeles, las vegas"
4587,"dress, swimming, kennedy assassination, polka dot, aspiring nun, gynecological exam, jewish girl, shoe salesman, polka dot dress, roman catholic, bell ringing, reference to joan of arc, bell tower, 1960s"
31004,"romantic comedy, suspense, witty, whodunit"
4192,"egypt, hercule poirot, shipboard, murder mystery"
39934,"gay, aids, hiv, lgbt, lgbt history"
26580,
4985,"prison, american football, sport"
853,"winter, sniper, world war ii, stalingrad"
5257,"nasa, australia, moon landing, independent film, moon walk"
77,"individual, insulin, tattoo, waitress, amnesia, motel, insurance salesman, revenge, memory loss, polaroid, flashback, neo-noir"
2575,"dancing, spy, birthday, map, fireworks, bridge, secret agent, president, children, independent film, debt, swimming, political, band"
55,"homeless person, mexico city, daughter, secret love, dogfight, money, dog, nonlinear timeline, multiple storylines, new mexican cinema"
2043,"psychology, police operation, police, psychologist"
4133,"1970s, war on drugs, drug addiction, drug traffic, drug smuggle, rise and fall"
56715,"time travel, remake, alternate history, dragon, remake of french film, alternate timeline, flatulence"
26791,
634,"holiday, london england, england, alcohol, sex, lovesickness, telecaster, birthday, christmas party, news broadcast, sexual frustration, diary, cigarette, daughter, mother daughter relationship, lawyer, reporter, extramarital affair, duringcreditsstinger, woman director, christmas"
136558,
109472,
70282,
111,"miami, corruption, capitalism, cuba, prohibition, brother sister relationship, loss of sister, cocaine, cult film, bitterness"
2144,"conspiracy of murder, neo-noir"
1734,"son, ancient egypt, bracelet"
4973,"beach, wife husband relationship, sadness, disappearance"
8095,"ancient rome, historical figure, cleopatra, julius caesar"
849,"kingdom, lightsaber, cult favorite, dead body, magical object, fortress, doppelganger, cyclops, changeling"
27223,"gambling, yuppie, roulette, satire, winnebago, new york city, las vegas, fired from the job, recreational vehicle, road movie, hoover dam, crossing guard, nest egg"
2981,"central and south america, professor, dinosaur"
3784,"ex-detainee, cook, restaurant, greek, love, diner"
33743,dr. seuss
934,"italian, jewelry, safe, night club, burglary, newspaper stand, rough, silhouetted dancer, cigarette lighter, tuberculosis, cleaners"
5852,"car crash, police officer"
808,"magic, liberation, lordship, castle, robin hood, enchantment, fairy-tale figure, princess, parody, woman director, ogre"
824,"duke, musical, writer's block, music, terminal illness, writer, no opening credits, moulin rouge, bohemian, toulouse lautrec, red curtain, cancan dance, la traviata, orpheus and eurydice, dance hall"
676,"nurse, patriotism, hawaii, world war ii, pilot, pearl harbor, u.s. air force, airplane, war, army, love, pin-up"
26813,"nepal, himalaya, trek, yak"
50541,sport
26255,"new love, affection"
1406,"men, stetson, vacation, prairie"
1632,"suicide, ku klux klan, mississippi, sheriff, shotgun, deputy sheriff, fbi, motel, funeral, u.s. navy, victim of murder, burning cross, police, rope, racism, violence, fbi agent, based on true events"
966,"horse, village, friendship, remake, bandit, farmer, cowboy, mexican, white man's burden, henry rifle, hired gun"
301,"sheriff, small town, gun, marshal, deputy, murder, jail, stagecoach, gambler, cripple, gunfighter, two guns belt"
4988,"american football, sport, american football player"
6498,"night watchman, danish horror"
5923,"missionary, china, u.s. navy, chinese, battle, gunboat"
26475,"infidelity, ecstasy, party, independent film, woman director"
1089,"surfer, undercover, wave, surfboard, self-destruction, self-discovery, parachute, police operation, parachuting, moral conflict, los angeles, fbi agent, woman director"
759,"paris, father son relationship, robbery, diamant, revuegirls, double wedding, musical, jewelry, millionaire"
1995,"treasure, buddhist monk, planetary configuration, angkor wat, illuminati, william blake, treasure hunt, archaeologist, based on video game, archeology "
644,"artificial intelligence, prophecy, prostitute, android, loss of mother, extraterrestrial technology, ice age, adoption, fairy tale, pinocchio, prosecution, gigolo, hologram, dystopia, alien, destiny, capture, doppelganger"
2140,"paris, prostitute, drug"
4248,"sex, exorcism, secret door"
3134,"france, rape, women's sexual identity, revenge, murder, independent film, unsimulated sex, crime, violence, explicit sex, woman director, new french extremism"
26483,"musical, beach movie"
5991,"hotel, rain, uniform, inheritance, cigar smoking, gossip, silent film, imagery, noisy neighbor, bible quote, tip, porter"
6106,"civil war, dictator, journalist, guerrilla, loss of lover, revolution, war correspondent, civil rights movement , picture journalist, el salvador, dictatorship"
4789,"world war ii, deportation, jew persecution"
976,"new york, newspaper, brother sister relationship, jazz musician, media tycoon, film noir"
4780,"money delivery, sense of guilt, ransom, disappointment, false identity, florence, art restoration"
2114,"battle assignment, dystopia, alien, downfall, scientist, based on video game"
8835,"harvard law school, black female judge, smart blonde, girl power"
58904,
103489,
5333,"cia, drag queen, cat, flat, distrust, cohabitant, hitman, buenos aires, mission of murder, male friendship, film and cinema, boarder, film history, neighbor, cowardliness"
4281,"cruise, ship, private detective, murder mystery"
2,"underdog, prison, factory worker, prisoner, helsinki, independent film, falling in love"
26044,"billionaire, alcoholic"
3980,"sheriff, bounty hunter, cat, brother sister relationship, small town, barn, toilet, kansas, spaceship, alien, creature, explosion, family, exploding house, brother sister , alien fugitive, alien creature"
27397,"matchmaking, woman director, pickles"
27362,
5680,hostess
26386,holiday
25884,"fbi, fbi agent"
2617,"holiday, roommate, attachment to nature, grizzly bear, best friend"
26723,"musician, the beatles, music band, yoko ono, nude image, rock singer, nude drawing, mass media, george harrison, joy"
3543,"nevada, motel, highway, wilderness, rosenheim, car"
51321,"suicide, music, high school, woman director"
58434,
2605,"artificial intelligence, lightning, robot"
8740,"france, loss of lover, kidnapping, roadhouse, vacation, disappearance, missing person"
8337,"dystopia, social commentary, alien invasion, sunglasses, brawl"
47493,woman director
8463,"gay, new york, homophobia, homosexuality, based on play or musical, hate crime"
41974,"obsession, hitchhiker"
26603,"based on novel, role reversal, school, teen movie, body-swap, child as an adult, identity swap, adult as a child"
32049,
1648,"jealousy, journey in the past, sigmund freud, time travel, heavy metal, socrates, billy the kid, school presentation, rhinoceros, phone booth, world peace, past, history, metal, best friend, napoleon bonaparte"
4105,"japan, yakuza, japanese mafia"
3064,"paradise, heaven, loss of husband, daughter, afterlife, resurrection"
4925,"neo-nazi, colorado, suspense, los angeles"
2210,"dancing, sex, dream, musical, police, bikini, swimming pool, beauty salon, romantic comedy, spaceship, romance, alien, furry, hospital, makeover, nosy neighbor, discotheque, valley girl"
116014,"survivor, jewish"
27461,"world war ii, atomic bomb test, biography"
1380,"skateboarding, los angeles, skateboard"
505,"individual, prison, robbery, ex-detainee, operation, restart, new orleans, ugliness, mask, new identity, plastic surgery"
4486,"male nudity, library, transplantation, montreal, church, perfume, passion play"
4296,"airport, time warp, future, airplane, time travel, alien, independent film, disaster, airplane crash, crash, robot, scientist, paradox, investigator, based on short story, sole survivor, canuxploitation"
31606,"chicago, prisoner, hitman, suspense, sergeant"
8867,"loss of family, vigilante, marvel comic, based on comic, revenge, mafia, police officer, good and bad"
331,"exotic island, dna, paleontology, tyrannosaurus rex, velociraptor, spinosaurus, airplane, rescue, mission, dinosaur, jurassic park"
327,"brother brother relationship, assassination, culture clash, war on drugs, yakuza, sake, loyalty, drug dealer, femme fatale, los angeles"
1548,"high school friends, art class, record collector, plaster, personal ad, blues music, nunchaku, prank telephone call, aftercreditsstinger"
869,"gorilla, space marine, space suit, revolution, chimp, slavery, space travel, time travel, dystopia, alien planet, ape, human subjugation"
552,"venice, suicide, dancing, mother, depression, wife husband relationship, amateur detective, trip, married couple, tango, pescara, bus ride, accordion, florist, flower shop, plumbing supplier, roadhouse, family's daily life, mother role, oddball, mystic, self-discovery, mother-in-law, marriage crisis, marriage, freedom, little boy, family holiday, hitchhike"
2171,"adolescence, summer camp, independent film"
32261,"london england, sex scandal, scandal, based on true story, cabaret dancer, member of parliament, 1960s"
31083,"love triangle, man between two women, coming of age"
6951,"eating non food, pet food"
2616,"babysitter, backfire, attitude, tire, streetwise, drag net, crazy uncle, aftercreditsstinger, child care"
7091,"therapist, vampire, hallucination, bite, insanity, delusion, murder, dark comedy, night club, psychosis, drinking blood, method acting"
249,"gymnastics, candelabrum, cat, lawyer, dog"
183,"competition, video game, california, brother, utah, nintendo, on the road, road movie"
8494,"re animate, conga, dancing corpse, yanked off bikini top"
27431,"giallo, blind man"
2148,"jazz, jazz musician, musical, mafia"
2057,"women, sex, cuba, eroticism, lover (female), passion, coffee grower, sin, denunciation"
5175,duringcreditsstinger
4484,"gay, drag queen, 1970s, cabaret"
1627,"human experimentation, feral child, punishment, doctor, reward, tantrum, wild child, 18th century, learning, sign language"
2770,"sex, party, summer, beach house, group of friends, gross out comedy, tantra, mistaken for a special education student, superglue, sex comedy"
1933,"nanny, haunted house, channel islands, parallel world, photosensitivity, spiritism"
1722,"officer, greek island, mandolin, italian soldier, resistance fighter, greek history, italian army, allied forces"
2779,"hypnosis, independent film"
2294,"film making, jay and silent bob, self mocking, character is subject of comic, reference to prince valiant, indiana jones spoof scene, monkey actor, view askew, gigantic hand, animal experimentation"
26602,"beach, baseball, sport, bikini, party, love, romance, pool, summer, flashback"
742,"hippie, sweden, 1970s, roommate, ideology, socialism, feminism, commune, pacifism, utopia, single, alcoholic, anti-authoritarian"
8922,"mass murder, song, brother, sister, aftercreditsstinger"
5922,bounty hunter
106230,"gay, thailand, volleyball, based on true story, transgender"
5998,"identity, magic, mask, german mark, dollar, inflation, counterfeit, criminal, psychiatrist, disguise, stock exchange"
2176,"california, brother sister relationship, loss of parents, suspense, psychological thriller, orphan, car accident"
75386,"office temp, word processing"
2185,gadfly
2034,"police brutality, war on drugs, drug traffic, drug dealer, los angeles, gang member, mexican american, barrio, cholo"
32567,"expedition, glacier, rescue, antarctic"
27327,"phantom, musical, rock opera"
25767,"cheating husband, millionaire, oil tycoon"
33725,greyhound racing
248,"dude, prohibition, deception, new york city, apple, luck, dowager, high society, 1930s"
25905,"holocaust, nazis, slovakia, time of war"
1644,buried alive
66092,disturbed teenager
166,"paris, dancing, date, adultery, puberty, daughter, mother daughter relationship, teenage crush, youth, celebration"
1623,"prison, liberation of prisoners, prison warden, abuse, prison farm"
86463,
1716,"hiding place, jew persecution, jew, theatre play, theatre group, theatre milieu, rassengesetzte, independent film"
3172,prison
570,"holiday, rape, parent child relationship, sister sister relationship, puberty, first time, women's sexual identity, southern france, summer vacation, woman director, new french extremism"
1018,"schizophrenia, identity, amnesia, loss of sense of reality, suppressed past, trauma, key, bisexuality, hallucination, surreal, job interview, casting, suspense, independent film, lesbian, los angeles"
27396,"london england, scotland yard, cop, suspense"
26299,"florida, wealth, speedboat "
984,"ambush, san francisco, detective, ransom, stadium, sniper, mayor, kidnapping, nudity, chase, investigation, assault, police, psychopath, swimming pool, partner, beating, serial killer, gunfight, maniac, violence, city, school bus, dirty harry, elephone box, revolver, neo-noir"
768,"loss of family, drug addiction, jack the ripper"
2100,"prison, general"
3173,"gun, repayment, deaf-mute, hitman, male friendship, bangkok, thailand, friendship, mafia, killer, gunshot"
27092,"jealousy, psychological stress, gay relationship, argentina, bank robbery, lgbt, 1960s"
167,"robbery, dream, hypnosis, investigation, murder, alien, hospital, planet, patient, medication, psychiatrist, science, claim, doubt, mental, help"
27444,"sex, nudity, australia, love, lust"
141,"parent child relationship, airplane, time travel, school presentation, school performance, suburbia, vision, morality, teenager"
151727,
585,"monster, infant, energy supply, company, rivalry, hijinks, best friend, scream, conveyor belt, energy company, friend"
140511,
133115,"tourette syndrome, obsessive compulsive disorder"
671,"witch, christmas party, magic, cutting the cord, halloween, child hero, broom, chosen one, frog, fantasy world, based on young adult novel"
1535,"spy, china, cia, cold war"
1433,"bomb, sex, fight, nudity, war, supernatural, orphanage, revenge, murder, bully, fear, explosion, spanish"
1999,"age difference, fishing, arbitrary law, conductor, ex husband, single, independent film"
269,"paris, journalist, running, car thief, marseille, journalism, newspaper, smoking, hotel room, loss of lover, fight, dying and death, auto, friendship, financial transactions, extramarital affair, nouvelle vague, french noir"
5781,"paris, bomb, mistake in person, bucket, lausanne, love, independent film, mother daughter relationship, train, maid, humiliation, seville"
3537,"dance performance, dance, musical, rivalry"
8738,"world war ii, pearl harbor, airplane, time travel"
3604,"emperor, solar eclipse, prince, tv duel, fighter, deception, hood, scientist, sword and planet"
6974,"mars, monster, carnivorous plant, spaceship, alien, martian, giant monster, outer space, doctor, astronaut, space adventure, man eating plant"
26398,"sex, based on novel, monster, quicksand, edgar rice burroughs, subterranean, cavern, cave woman"
299,"gambling, perfect crime, casino, new year's eve, robbery, italo-american, rat pack, thief, car, hoodlum, duringcreditsstinger"
8007,"helicopter, war crimes, sniper, bosnia and herzegovina, fighter pilot, bosnian war of 1992-1995, rescue, escape, tank, atrocity, gunfight, combat, military, mine field, action hero, aircraft carrier, reconnaissance, mass grave"
161,"prison, pickpocket, strip club, con artist, atlantic city, cockney accent, las vegas, card dealer, explosives expert, black and white scene, male, salt lake city utah"
31682,"based on novel, cat, giant spider, shrinking, radioactivity"
4886,"cat, island, guest, fisherman, whodunit, dinner, doctor, power outage, record, nursery rhyme, record player, duplicity, mystery killer, scheming, mind game"
228,"professor, pub, music, melodrama, german expressionism, traveling circus"
194,"paris, love triangle, ghost train, sex-shop, shyness, montmartre, daughter, garden gnome, journey round the world, photography"
1903,"amnesia, ex-girlfriend, virtual reality"
1649,"future, dying and death, heaven, time travel, heavy metal, diabolical ego, afterlife, metal, robot, devil, doppelganger, seance"
26978,"alien planet, forbidden zone, waif"
120,"elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountain, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard, sword and sorcery"
453,"individual, schizophrenia, massachusetts, love of one's life, intelligence, mathematician, market economy, economic theory, princeton university, nobel prize, mathematical theorem, m.i.t., mathematics, delusion"
5052,"museum, smuggling, caper, suspense, theft, dagger"
37257,"nurse, alibi, german, letter, widow, murder, lawyer, trial, cigarette smoking, courtroom, murder mystery, tiki culture"
855,"prisoners of war, wound, somalia, warlord, famine, delta force, rescue operation"
5279,"servant, money, shooting party"
1365,"southern usa, waitress, parent child relationship, overweight child, loss of child, new love, unsociability, ethnic stereotype, independent film, electric chair, xenophobia"
6440,"sex, adultery, based on novel, fishing, isolation, kidnapping, newfoundland, survival, reporter, drunk"
6037,"detective, butler, deaf-mute, guest, murder, spoof, sam spade, cadaver, charlie chan, sidekick"
42987,"london england, bachelor, lover, alcoholism, manservant"
6312,"female nudity, rape, nudity, murder, conspiracy, creature, throat slitting, violence, beast"
26337,neo-noir
77985,
98491,yorkshire
26686,hotel
61934,"cadet, immigrant, irish, west point, military academy"
27273,dragon
848,"secret identity, self sacrifice, magic, virgin, solar eclipse, sacrifice, sorcerer's apprentice, amulet, lottery, brood, egg, princess, sorcerer, human sacrifice, dragon, hidden identity, crossdressing, landslide, sword and sorcery"
4965,"android, alien"
150,"prison, convict, tough cop, fake fight, bowie knife"
112,"venice, hotel, copenhagen, waitress, depression, italian, hairdresser, daughter, friendship, language course, adult education center, priest, mother daughter relationship, dogme 95, church, woman director"
27378,"allegory, dream, hypnosis"
651,"daily life, american  way of life, military spoof, doctor, korean war"
2637,"based on novel, small town, dream, motel, hallucination, bridge, alien life-form, warning, tumor, west virginia, urban legend, premonition, telephone call, hospital, reporter, psychic, car wreck, death of wife, mothman, mysterious events, chemical plant"
2084,"female nudity, robbery, mail order bride, bank clerk"
51044,"opera, love, desire"
4267,"wife husband relationship, 1970s, bisexuality, classical music, stricken"
4031,"suicide, male nudity, female nudity, bisexuality, menage a trois, release from prison, hoodlum, anarchic comedy"
47871,
69928,womanizer
2441,"civil war, cow, basque country "
931,"venice, italy, female nudity, sister sister relationship, gondola, hallucination, supernatural, ladder, premonition, rural setting, public sex, hospital, architecture, psychic, mental illness, reading, brushing teeth, grieving, church restoration"
8737,"israel, middle east conflict"
993,"upper class, robbery, infidelity, romantic rivalry, author, extramarital affair"
27824,end of the world
480,"child abuse, adultery, arranged marriage, bollywood, wedding, woman director, wedding arranger, class system"
108267,lone ranger
614,"adultery, identity, dream, journey in the past, professor, self-awareness, reality, nightmare, aging, faith, child, acceptance"
2752,"sex addiction, laundromat"
40723,"eroticism, vampire, suspense, vampirism, woman director, new french extremism"
7219,"female nudity, nudity, gore, severed head, zombie, violence, tropical island, bitten in the neck, throat ripping, video nasty"
2135,"future, time machine"
43997,
965,"jealousy, small town, marriage proposal, love of one's life, only child, marriage crisis"
44004,"crime fighter, superhero"
7988,"sea, pirate"
26843,"italy, middle east, resistance, world war ii, libya, benito mussolini, based on true story, guerrilla warfare"
27458,"virgin, summer camp"
8690,"female nudity, independent film, gore, jungle, grindhouse, mass suicide, torture, cannibal, cult film, sect, cannibalism, new guinea, sadistic horror"
3418,"scotland, dying and death, dystopia, media, reporter, euthanasia"
4499,"rape, madrid, drug, police officer"
425,"human evolution, parent child relationship, squirrel, ice, loss of child, mammoth, sloth, dying and death, stone age, prehistoric, saber-toothed tiger, cavemen, prehistoric creature, prehistoric adventure, prehistoric times, prehistoric man"
5851,"police operation, police everyday life, fugitive"
1391,"mexico, sex, beach, group sex, male friendship, road trip, coming of age, teenager, lgbt, new mexican cinema"
2371,"paris, london england, new york, assassination, time frame, teheran, winston churchill, joseph stalin, franklin delano roosevelt, nazi germany, agent, moscow, denunciation"
6020,"sorority, cross dressing, university, t shirt, sorority girl, drag, yearbook, roofie, sorority house"
112942,
4547,"burglar, bunker, housebreaking, safe, money"
1791,"mother, sex, based on novel, nudity, fantasy, fetish, masochism, power, victim, music, concert, love, controversial, teacher, student, pianist, attraction, desire, submissive, voyeur, domineering"
62956,woman director
5678,male friendship
26851,"atomic bomb, propaganda"
548,"japan, rape, samurai, rain, woodcutter, medium, sunlight, court case, dying and death, court, truth, criminal, multiple perspectives"
1537,"new york, custody battle, suspense, lawyer"
441,"individual, human evolution, philosophy, sexuality, mentally disabled, experiment, professor, mouse, civilization, sapient, ethologist, drive, kaspar-hauser-syndrom, zoo, arts and culture, french, small person, forest, independent film, author, hair, disabled"
32617,"horse race, horse, endurance, ex prostitute, mexican"
2565,"escape, orange soda, luggage, dying man's last fling, ukulele, terminal illnessdying man"
307,"suicide, rome, resistance, loss of lover, fascism, drug addiction, curfew, deserter, lover (female), nazis"
6393,career
1282,"skateboarding, independent film"
52717,experimental film
69324,woman director
73462,
26030,"casino, robbery, theft, gambler, ex-boxer"
27094,"comedian, kiss, stripper, jewish, judaism, stand-up comedian, scatological humor, contempt of court"
5203,"rio de janeiro, erotic movie"
1815,"general, blackmail, planned murder, victim of murder, daughter, philip marlowe"
55106,"neighbor, coming of age"
2251,"adultery, infidelity, eroticism, literature, lover, new york city, erotic thriller"
2894,french revolution
45186,"prohibition, gun battle, social satire, campy"
5425,"obsession, nudity, necrophilia, murder, blood, torture, violence, death, evil"
245,"london england, rock and roll, single parent, rap music, bachelor, becoming an adult, friendship, single"
1894,"senate, investigation, army, death star, jedi, cult figure, wedding, violence, kendo, laser gun, space opera, spaceport, teenage rebellion, good becoming evil, alien race, mechanical hand, yoda"
4012,"bomb, jewry, world war ii, jewish life, jew, synagogue, anti semitism, independent film, bomb planting"
1957,"waitress, wife husband relationship, violent husband, self-defense, violence against women, suspense, marry rich, abusive husband"
320,"detective, confession, fbi, homicide, blackmail, suspect, love, murder, los angeles, teenager, neo-noir"
27834,
39435,cattle drive
44800,"gambling, professor, mafia, money, debt"
1936,"gambling, river, small town, saloon, lover, gold rush, farm, singer, 19th century"
4614,"cia, terrorist, atomic bomb, cold war, nuclear explosion, jack ryan"
163907,"chase, train, explosion, falling from height, glue, cowboy, wild west"
7216,"island, human experimentation, undead, mad doctor, zombie, cannibal"
3132,"ambush, cia, assassin, nightclub, hustler, hidden camera, decoy, undercover agent, twin brother, deception, betrayal, mistaken identity, shootout, espionage, foot chase, car chase, silencer, surveillance, agent, impersonation, langley virginia, odd couple"
2501,"paris, barcelona spain, assassin, based on novel, secret identity, amnesia, sniper, passport, mission of murder, lovers, escape, shootout, foot chase, cell phone, car chase, multiple identities, surveillance camera, hamburg germany, fishing boat, langley virginia, safe deposit box, flashback, hand to hand combat"
27451,"gambling, sex, college, basketball, mafia, drug"
4993,"poker, murder, cementery, cheating at cards"
103299,
180,"self-fulfilling prophecy, washington d.c., evidence, future, hologram, dystopia, murder, neo-noir, future noir"
2022,"love letter, new hampshire, ferrari, liar, city country contrast, inheritance, billionaire, new york city, kindness, fable, apple tree, corporate take over, chrysler building"
88818,
608,"saving the world, secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, flying saucer, light, firearm, alien, fictional government agency"
59387,"based on tv series, female protagonist, super powers, hero trio"
26290,"friendship, romance, independent film, coming of age, university, psychological drama, relatonship study, woman director"
6278,"dragon, evolution, fire chief, animated map, theatre audience, dragonslayer, tunnel construction, fire repellent, drilling, iodine"
4147,"based on graphic novel, homework, shot in the chin, soft boiled egg, learning to drive, spoiled son, scarred face, thompson sub machine gun, frost on a window, cauterizing a wound, liberty half dollar"
1842,"bigfoot, arkansas, based on true story, monsters of the wild, cryptozoology, docudrama, southern sasquatch, fouke monster"
2721,"assassination, cia, greece, politics, government, police, cover-up, right wing, magistrate, rally"
1364,"sex, madrid, waitress, loss of lover, dream, love of one's life, formentera, unsimulated sex, pregnancy, extramarital affair, illegitimate son"
8869,"pick up, wetting pants, hockey mask, barbershop, perfume, aunt nephew relationship, straight razor, town meeting, forklift, contamination, spiders, animal horror"
8665,"submarine, soviet union, core melt, north atlantic, nuclear, woman director"
818,"saving the world, submarine, brother brother relationship, clone, spy, helicopter, gold, submachine gun, asteroid, undercover, belgium, dutch, car journey, nightclub, laser, sumo ringer, family history, auto, clowning, overweight man, conciliation, james bond spoof, duringcreditsstinger"
33152,dark comedy
6404,"transylvania, small town, coffin, pest, castle, vampire, bed, ship, bite, house, independent film, blood, cowardliness, doctor, good and bad"
5155,"italy, italian, country house, milieu, daily life, province, country life, disorientation, holdings"
3780,"japan, japanese, nudity, heal, lunatic asylum, career, uniform, clinic, doctor, psychiatrist, intern"
8764,"spy, rock and roll, bookshop, beach, prisoner, liberation of prisoners, airplane, parachute, pub, surfing, cow, elvis, autoradio, ballet, spoof, anarchic comedy"
2675,"symbolism, water, farm, faith, alien, family relationships, rural setting, alien invasion, crop circle, alien attack, loss of faith, alien encounter"
7451,"sports car, biological weapon, cold war, russian, prague, mission, athlete, nsa agent, adrenaline junkie, thrill seeker"
2750,"manchester city, nightclub, musical, celebration"
6173,thief
3640,"italy, competition, loss of mother, loss of sister, cook, cooking, restaurant, bars and restaurants, mother role, kitchen, woman director"
8653,"jealousy, card game, eroticism, liquor, sadomasochism"
3127,"frankenstein, hammer horror"
32825,"garage, oath, doctor"
26056,
96218,
4108,"car journey, transportation, auto, human trafficking"
50382,
26680,"nazis, zombie, campy, deserted island"
977,"south seas, exotic island, love of one's life, civilization, sacrifice, tahiti, romance, escape, nature, polynesia"
233,"new york, street gang, black people, rock and roll, american football, adolescence, coming of age"
5506,"robbery, parrot, gang of thieves, widow, gramophone, crime, criminal, bank robbery, old lady, planning, octogenarian, quintet"
575,"prison, rape, journalist, authority, prisoner, experiment, blackbox, scientific study, aggression, test person, imprisonment, asylum, prison cell, manipulation, torture, violence, humiliation, social experiment"
1958,"upper class, women, father murder, daughter, maid, father figure, murder hunt"
129,"witch, parent child relationship, magic, darkness, bath house, ghost world, parallel world, amusement park, youkai, japanese mythology, anime, spirits"
72308,"japan, china, world war ii, jew"
2110,"handcuffs, hitman, love letter, police operation, japanese mafia, golf club, brutal cop"
4107,"northern ireland, independent film, civil rights"
1682,"japan, monster, egg, godzilla, mothra, sequel, giant monster, tokusatsu, moth, giant moth, gojira, kaiju, monster movie, mosura"
3092,seance
4989,suspense
1809,"love triangle, independent film, multiple storylines"
1430,"usa, canada, gun, homicide, to shoot dead, checks and balances, columbine, oklahoma city bombing, gun violence, person running amok"
40815,"assassination, based on novel, bodyguard, cousin, greed, father, marriage, revenge, murder, betrayal, older man younger woman relationship, false accusations, disguise, swashbuckler, hunchback"
1613,"chemical, laxative, skinheads"
