cast,director,movieId
"Ewan McGregor, Patricia Arquette, Nick Nolte, Josh Brolin, Lauren Graham, Brad Dourif, Alix Koromzay, Lonny Chapman, Robert LaSardo, John C. Reilly",Ole Bornedal,2212
"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden, Marina Sirtis, James Cromwell, Alfre Woodard, Alice Krige, Neal McDonough, Dwight Schultz, Cameron Oppenheimer, Robert Picardo",Jonathan Frakes,199
"Béatrice Dalle, Richard Courcet, Alex Descas, Yekaterina Golubeva, Solveig Dommartin, Manuela Gourary, Vincent Dupont, Laurent Grévill, Irina Grjebina, Tolsty, Line Renaud",Claire Denis,64900
"Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson, Franco Nero, William Sadler, John Amos, Dennis Franz, Art Evans, Fred Dalton Thompson, Tom Bower, Sheila McCarthy, Don Harvey, Tony Ganios, Peter Nelson, Robert Patrick, Mick Cunningham, John Leguizamo, Tom Verica, John Costelloe, Vondie Curtis-Hall, Mark Boone Junior, Ken Baldwin, Danny Weselis, Gregg Kovan, Don Charles McGovern, Danial Donai, Jeff Langton, Bob 'Rocky' Cheli, Dale Jacoby, Vincent Mazella Jr., Patrick O'Neal, Ben Lemon, Jason Ross-Azikiwe, Anthony Droz, Michael Francis Clarke, Steve Pershing, Tom Everett, Sherry Bilsing, Karla Tamburrelli, Jeanne Bates, Colm Meaney, Charles Lanyer, Rob Steinberg",Renny Harlin,1573
"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Majel Barrett, Persis Khambatta, Stephen Collins, Grace Lee Whitney, Mark Lenard, Billy Van Zandt, Roger Aaron Brown, Gary Faga, Franklyn Seales",Robert Wise,152
"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Christopher Plummer, Kim Cattrall, David Warner, Rosanna DeSoto, Brock Peters, Kurtwood Smith, Iman, Mark Lenard, Grace Lee Whitney, Leon Russom, John Schuck, Paul Rossilli, Robert Easton, Michael Dorn, Christian Slater, Jeremy Roberts, Darryl Henriques",Nicholas Meyer,174
"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, David Warner, Laurence Luckinbill, Charles Cooper, Cynthia Gouw, Todd Bryant, George Murdock, Jonathan Simpson",William Shatner,172
"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Ricardo Montalban, Bibi Besch, Merritt Butrick, Kirstie Alley, Paul Winfield, Ike Eisenmann, John Vargas, John Winston, Paul Kent",Nicholas Meyer,154
"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Merritt Butrick, Christopher Lloyd, Robin Curtis, Mark Lenard, Carl Steven, Vadia Potenza, Stephen Manley, Joe W. Davis, Judith Anderson, Miguel Ferrer, James Sikking",Leonard Nimoy,157
"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Jane Wyatt, Catherine Hicks, Mark Lenard, Robin Curtis, Robert Ellenstein, John Schuck, Brock Peters, Michael Snyder",Leonard Nimoy,168
"Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken, Michael Gough, Pat Hingle, Vincent Schiavelli, Michael Murphy, Cristi Conaway, Paul Reubens, Diane Salinger",Tim Burton,364
"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Didi Conn, Barry Pearl, Michael Tucci, Kelly Ward, Jamie Donnelly, Dinah Manoff, Eve Arden, Edd Byrnes, Sid Caesar, Dody Goodman, Susan Buckner, Ellen Travolta, Annette Charles, Dennis Stewart, Joan Blondell, Eddie Deezen, Fannie Flagg, Lorenzo Lamas, Frankie Avalon",Randal Kleiser,621
"Christopher Lambert, Natasha Henstridge, Norbert Weisser, Elizabeth Barondes, Xavier Declie, Darrell Davis, Nicholas Guest, Andrew Divoff, Jon H. Epstein",Albert Pyun,55687
"Steven Seagal, Tommy Lee Jones, Gary Busey, Эрика Элениак, Патрик О’Нил, Дэмиан Чапа, Michael Des Barres, Andy Romano, Colm Meaney, Nick Mancuso, Troy Evans, David McKnight, Lee Hinton, Glenn Morshower, Leo Alexander, John Rottger, Raymond Cruz",Andrew Davis,8845
"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French, Gary Springer, Donna Wilkes, Gary Dubin, John Dukakis, G. Thomas Dunlop, Keith Gordon, David Elliott, Marc Gilpin, Billy Van Zandt, Martha Swatek",Jeannot Szwarc,579
"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Natalie Portman, Lukas Haas, Sylvia Sidney, Lisa Marie, Jim Brown, Pam Grier, Jack Black, Joe Don Baker, O-Lan Jones, Christina Applegate, Joseph Moynihan, Tommy Bush",Tim Burton,75
"Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman, William Forsythe, Sam McMurray, Frances McDormand, Randall 'Tex' Cobb, T.J. Kuhn, Lynne Kitei, M. Emmet Walsh","Joel Coen, Ethan Coen",378
"Robert Redford, Sidney Poitier, Dan Aykroyd, David Strathairn, River Phoenix, Timothy Busfield, Mary McDonnell, Ben Kingsley, James Earl Jones, Donal Logue, Denise Dowse, Eddie Jones, Time Winters, Bodhi Elfman, Stephen Tobolowsky, George Hearn, Lee Garlington, George Cheung, Michael Kinney, Gary Hershberger",Phil Alden Robinson,2322
"Sandra Bullock, Chris O'Donnell, Mackenzie Astin, Margot Steinberg, Alan Bennett, Ingrid Lacey, George Rossi",Richard Attenborough,26949
"Mike Judge, Bruce Willis, Demi Moore, Robert Stack, Richard Linklater, Richard Linklater, Cloris Leachman, Greg Kinnear, David Letterman, Tony Darling, David Letterman, Kristofor Brown, Eric Bogosian, Jacqueline Barba, Pamela Blair",Mike Judge,3179
"David Arquette, Neve Campbell, Courteney Cox, Matthew Lillard, Rose McGowan, Skeet Ulrich, Drew Barrymore, Jamie Kennedy, W. Earl Brown, Joseph Whipp, Liev Schreiber, Roger L. Jackson, Kevin Patrick Walls, David Booth, Lawrence Hecht, Frances Lee McCain, Henry Winkler, Linda Blair, Wes Craven",Wes Craven,4232
"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins, Jean Stapleton, Robert Pastorelli, Teri Garr, Joey Lauren Adams, John Hussey",Nora Ephron,2928
"Madonna, Antonio Banderas, Jonathan Pryce, Jimmy Nail, Victoria Sus, Julian Littman, Olga Merediz, Laura Pallas, Julia Worsley, María Luján Hidalgo, Servando Villamil, Andrea Corr",Alan Parker,8818
"Ray Liotta, Lauren Holly, Brendan Gleeson, Héctor Elizondo, Rachel Ticotin, Ben Cross, Catherine Hicks, Jeffrey DeMunn, John Finn, Heidi Kling, J. Kenneth Campbell, James MacDonald, Grand L. Bush, Michael Harney, Don Dowe, Gordy Owens, Richard Hoyt-Miller, Michael Francis Kelly, Alan Bergmann, Danna Hansen, R.J. Knoll, Sondra Spriggs, Garrett M. Brown, Darryl Theirse, Fritz Mashimo, Tom Todoroff, Jeff Joseph, Dennis Redfield, Malachy McCourt, Gary Rodriguez, William H. Burton Jr., Callie Thorne, John Elsen, Bill Cross, Tannis Benedict, Scott Gurney, Cooper Huckabee, Kevin O'Rourke, Scott Lawrence, Lara Bierner, Paxton Culpepper, Charles Gemmill, Paxton Culpepper, Billy Malone, L.A. Rothman",Robert Butler,34314
"John Lynch, Jacqueline McKenzie, Colin Friels, Deborra-Lee Furness, Geoff Brooks, Humphrey Bower, Alex Pinder",Michael Rymer,2892
"Eddie Murphy, Kim Miyori, Art Evans, James Carpenter, Michael Rapaport, Donal Logue, Jeni Chua, Michael Wincott, Carmen Ejogo",Thomas Carter,8860
"Samuel L. Jackson, Michael Lerner, Margaret Colin, Nicolas Cage, Dabney Coleman, Brad Dourif, Chelcie Ross, Jordan Lund",E. Max Frye,31000
"Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore, Oliver Platt, CCH Pounder, Dan Hedaya, Joe Grifasi, William H. Macy, Liane Curtis, Eileen Ryan, Lynette Walden, Waldo Larson, Don Hamilton, Leslie Laursen, John Grant Phillips, Irvin Johnson, Shane Nilsson, Faye Killebrew, Ramsin Amirkhas, Amy Alizabeth Sanford, Brian Keevy, Tony Lincoln, Noon Orsatti, Dan Kamin, Gregory Cook, Aaron Haedt",Jeremiah S. Chechik,4104
"Jared Leto, R. Lee Ermey, Ed O'Neill, Breckin Meyer, Lindsay Crouse, Amy Locane, Laurel Holloman",Steve James,26306
"Andrei Chalimon, Zdeněk Svěrák, Libuše Šafránková, Ondřej Vetchý, Stella Zázvorková, Silvia Šuvadová, Ladislav Smoljak, Irina Bezrukova",Jan Svěrák,784
"Matthew Perry, Salma Hayek, Jon Tenney, Siobhan Fallon, Angelina Torres, John Bennett Perry, Jill Clayburgh, Suzanne Snyder, Anne Betancourt, Mark Adair-Rios, Stanley DeSantis, Josh Cruze, Angela Lanza, Chris Bauer, Carlos Gómez",Andy Tennant,1968
"Clint Eastwood, Gene Hackman, Ed Harris, Scott Glenn, Laura Linney, Judy Davis, Dennis Haysbert, Alison Eastwood, Melora Hardin, E.G. Marshall, Richard Jenkins",Clint Eastwood,66
"Dennis Farina, Paula Marshall, Danny Nucci, Bette Midler, Gail O'Grady, David Rasche",Carl Reiner,25796
"Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito, Robert Blake, Jenna Maetlind, Michael Massee, Henry Rollins, Michael Shamus Wiles, Mink Stole, Leonard Termo, Ivory Ocean, Jack Kehler, David Byrd, Gene Ross, Balthazar Getty, F. William Parker, Guy Siner, Alexander Folk, Gary Busey, Lucy Butler, Carl Sundstrom, John Solari, Jack, Al Garrett, Heather Stephens, Giovanni Ribisi, Scott Coffey, Natasha Gregson Wagner, Amanda Anka, Jennifer Syme, Richard Pryor, Robert Loggia, Matt Sigloch, Gilbert B. Combs, Greg Travis, Jack Nance, Lisa Boyle, Leslie Bega, Marilyn Manson, Jeordie White",David Lynch,638
"Larenz Tate, Nia Long, Isaiah Washington, Bill Bellamy, Lisa Nicole Carson, Marie-Françoise Theodore",Theodore Witcher,27322
"James Spader, Deborah Kara Unger, Holly Hunter, Elias Koteas, Rosanna Arquette, Peter MacNeill, Cheryl Swarts, Yolande Julian, Nicky Guadagni, Ronn Sarosiak, Boyd Banks, Judah Katz",David Cronenberg,884
"Jim Carrey, Maura Tierney, Cary Elwes, Jennifer Tilly, Swoosie Kurtz, Sara Paxton, Anne Haney, Amanda Donohoe, Jason Bernard, Mitchell Ryan, Krista Allen, Justin Cooper, Christopher Mayer",Tom Shadyac,1624
"Celine O'Leary, Paul Blackwell, Chloe Ferguson, Phoebe Ferguson, Kate Greetham, Todd Telford",Rolf de Heer,88423
"Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades, Treat Williams, George Hearn, Mitchell Ryan, Natascha McElhone, Paul Ronan, Simon Jones, Julia Stiles, Ashley Carin, Kelly Singer, David O'Hara, David Wilmot, Rob McElhenney, Chance Kelly",Alan J. Pakula,4477
"Johnny Yong Bosch, Nakia Burrise, Jason David Frank, Catherine Sutherland, Amy Jo Johnson, Steve Cardenas, Austin St. John, Jason Narvy, Paul Schrier, Blake Foster, Hilary Shepard, Gregg Bullock, Richard Genelle, Carla Perez, Edwin Neal","Shuki Levy, David Winning",6499
"Martin Donovan, Ian Hart, Joely Richardson, Jason Flemyng, Shaheen Khan, Kelly Hunter, Jane Hill",Angela Pope,93946
"Glenn Close, Frances McDormand, Pauline Collins, Cate Blanchett, Julianna Margulies, Jennifer Ehle, Wendy Hughes, Johanna ter Steege, Elizabeth Spriggs, Pamela Rabe, Clyde Kusatsu, Stan Egi, David Chung, Sab Shimono, Penne Hackforth-Jones, Pauline Chan, Lisa Hensley, Susie Porter, Anita Hegh, Aden Young",Bruce Beresford,77223
"Pierre Richard, Micheline Presle, Nino Kirtadze, Jean-Yves Gautier, Temuri Qamkhadze, Ramaz Chkhikvadze, Kakhi Kavsadze, Guram Pirtskhalava, Khatuna Ioseliani, Marina Kakhiani, Nino Koberidze, Shota Qristesashvili, Goga Gvessiliani, Aleksandr Ilin, Gogola Kalandadze, Elgudzha Burduli",Nana Dzhordzhadze,105763
"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Robert Wagner, Charles Napier, Will Ferrell, Joann Richter, Anastasia Sakelaris, Afifi Alaouie, Monet Mazur, Clint Howard, Elya Baskin, Cynthia Lamontagne, Joe Grisaffi, Joe Son, Larry Thomas, Cindy Margolis, Donna W. Scott, Tom Arnold, Carrie Fisher, Christian Slater, Christian Slater",Jay Roach,816
"Kurt Russell, J.T. Walsh, Kathleen Quinlan, M.C. Gainey, Jack Noseworthy, Rex Linn, Ritch Brinkley, Moira Harris, Kim Robillard, Thomas Kopache, Jack McGee, Vincent Berry, Helen Duffy, Ancel Cook, Gene Hartline",Jonathan Mostow,2163
"Monica Keena, Daisy Eagan, Gordon Currie, Ron Brice, Karen Lynn Gorney",Mo Ogrodnik,124843
"Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich, Chris Tucker, Luke Perry, Brion James, Tom Lister Jr., Lee Evans, Charlie Creed-Miles, Tricky, John Neville, John Bluthal, Mathieu Kassovitz, Christopher Fairbank, Kim Chan, Julie T. Wallace, Al Matthews, Maïwenn, Mac McDonald, Indra Ové, Genevieve Maylam, Jason Salkey, Michael Culkin, Hon Ping Tang, Vincenzo Pellegrino, Richard Leaf, Ivan Heng, Sonita Henry, Tim McMullan, George Khan, John Hughes, Roberto Bryce, Said Talidi, Clifton Lloyd Bryan, Justin Lee Burrows, Richard Ashton, Jerome St. John Blake, Kevin Molloy, Bill Reimbold, Colin Brooks, Anthony Chinn, Sam Douglas, Derek Ezenagu, David Kennedy, David Barrass, Roger Monk, Mark Seaton, Jean-Luc Caron, Riz Meedin, Jerry Ezekiel, Rachel Willis, Natasha Brice, Sophia Goth, Martin McDougall, Pete Dunwell, Paul Priestley, Stewart Harvey-Wilson, David Fishley, Carlton Chance, Gin Clarke, Vladimir McCrary, Aron Paramor, Alan Ruscoe, Christopher Adamson, Ève Salvail, Kaleem Janjua, Tyrone Tyrell, Kevin Brewerton, Ian Beckett, Sonny Caldinez, Zeta Graff, Eddie Ellwood, Yui, Laura De Palma, Lenny McLean, Robert Oates, John Sharian, Fred Williams, Sibyl Buck, Sarah Carrington, Ali Yassine, Sean Buckley, Dane Messam, Nathan Hamlett, Cecil Cheng, Scott Woods, Leon Dekker, David Garvey, Stanley Kowalski, Omar Williams, Robert Clapperton, Robert Alexander, Mia Frye, Leo Williams, C. Keith Martin, J.D. Dawodu, Patrick Nicholls, Shaun Davis, Roy Garcia, Alex Georgijev, Marie Guillard, Renee Montemayor, Stina Richardson, Kristen Fick, François Guillaume, Anita Koh, Kamay Lau, Tracy Redington, Gito Santana, Frank Senger, Joss Skottowe, Roger Wright, John Bennett",Luc Besson,18
"James Duval, Rachel True, Nathan Bexton, Chiara Mastroianni, Debi Mazar, Kathleen Robertson, Jordan Ladd, Christina Applegate, Sarah Lassez, Guillermo Díaz, Alan Boyce, Jaason Simmons, Ryan Phillippe, Heather Graham, Scott Caan, Thyme Lewis, Mena Suvari, Beverly D'Angelo, Denise Richards, Traci Lords, Shannen Doherty, Rose McGowan, John Ritter, Christopher Knight, Eve Plumb, Lauren Tewes",Gregg Araki,1811
"Meg Ryan, Matthew Broderick, Kelly Preston, Tchéky Karyo, Maureen Stapleton, Nesbitt Blaisdell, Remak Ramsay, Lee Wilkof, Susan Forristal",Griffin Dunne,2058
"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Richard Attenborough, Vince Vaughn, Arliss Howard, Vanessa Lee Chester, Joseph Mazzello, Ariana Richards, Steven Spielberg, Peter Stormare, Camilla Belle, Thomas Rosales, Jr., Thomas F. Duffy, Richard Schiff, Harvey Jason, Ian Abercrombie, Brian Turk, Katy Boyer, Colton James, Larry Guardino, Eli Roth, Eli Roth",Steven Spielberg,330
"Blake Heron, J. Madison Wright, Michael Moriarty, Scott Wilson, Rod Steiger",Dale Rosenbloom,33660
"Nicolas Cage, John Cusack, John Malkovich, Ving Rhames, Nick Chinlund, Steve Buscemi, Colm Meaney, Rachel Ticotin, Dave Chappelle, Mykelti Williamson, Danny Trejo, M.C. Gainey, Steve Eastin, Monica Potter, Landry Allbright, Renoly Santiago, Brendan Kelly, Jesse Borrego, José Zúñiga, Mongo Brownlee, Don Charles McGovern, Angela Featherstone, Doug Hutchison, Jeris Poindexter, David Ramsey, Conrad Goode, Emilio Rivera, Mario Roberts, Ty Granderson Jones, Bob Stephenson, Dylan Haggerty, Carl Ciarfalio, Ned Bellamy, John Roselius, Fredric Lehne, John Marshall Jones, Tommy Bush, Brian Willems, Bill Cusack, George Randall, Jamie Bozian, Harley Zumbrum, Doug Dearth, Kevin Gage",Simon West,1701
"Vivian Wu, Yoshi Oida, Ken Ogata, Hideko Yoshida, Ewan McGregor, Yutaka Honda, Judy Ongg, Ken Mitsuishi, Barbara Lott, Lynne Langdon",Peter Greenaway,26422
"Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison, Mike Hagerty, Colleen Camp, Joe Morton, Glenn Plummer, Bo Svenson, Kimmy Robertson, Jessica Diz, Tamia, Brian McCardie, Christine Firkins, Michael O'Hagan, Ben Meyerson",Jan de Bont,1639
"Illeana Douglas, Paulina Porizkova, Julie Warner, John Corbett, Richard Edson, Jonathan Penner, Charles Martin Smith, Stephanie Beacham, Carla Gugino",Dana Lustig,107743
"George Clooney, Chris O'Donnell, Arnold Schwarzenegger, Uma Thurman, Alicia Silverstone, Michael Gough, Pat Hingle, Elle Macpherson, John Glover, Vivica A. Fox, Robert Swenson, Coolio, Jesse Ventura, Ralf Moeller",Joel Schumacher,415
"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett, Philip Bosco, M. Emmet Walsh, Rachel Griffiths, Carrie Preston, Susan Sullivan, Christopher Masterson, Raci Alexander, Jennifer Garrett, Kelleia Sheerin, Bree Turner, Cassie Creasy, Lucina Paquet, Aida Baggio, Shirley Kelly, George Bozonelos, Loretta Paoletti, Paul Giamatti, Paul Adelstein, Harry Shearer",P.J. Hogan,8874
"Brigitte Bardot, Michel Piccoli, Jack Palance, Giorgia Moll, Fritz Lang, Raoul Coutard, Jean-Luc Godard, Linda Veras",Jean-Luc Godard,266
"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon, Dominique Swain, Nick Cassavetes, Harve Presnell, Colm Feore, John Carroll Lynch, CCH Pounder, Robert Wisdom, Margaret Cho, James Denton, Matt Ross, Chris Bauer, Myles Jeffrey, David McCurley, Thomas Jane, Danny Masterson, Lisa Boyle, Linda Hoffman",John Woo,754
"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Mike Nussbaum, Jon Gries, Sergio Calderón, Carel Struycken, Fredric Lehne, Richard Hamilton, Kent Faulcon, Siobhan Fallon, John Alexander, Keith Campbell, Sylvester Stallone, Danny DeVito",Barry Sonnenfeld,607
"Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe, Daniel von Bargen, John Michael Higgins, Kevin Gage, David Warshofsky, David Vadim, Моррис Честнат, Josh Hopkins, Jim Caviezel, Boyd Kestner, Angel David",Ridley Scott,4421
"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Michael Rapaport, Annabella Sciorra, Peter Berg, Robert Patrick, Arthur J. Nascarella, John Spencer, Janeane Garofalo, Noah Emmerich, Cathy Moriarty, Frank Vincent, Malik Yoba, Edie Falco, Paul Calderon, Deborah Harry, Tony Sirico, Method Man, John Doman, Philip Ettington",James Mangold,2142
"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart, Steve Kahan, Terry Alexander, Alex McArthur, Rod McLachlan, Michael Potts, Jim Sterling, Rich Hebert, Brian J. Williams, G.A. Aguilar, Cece Neber Labao, Saxon Trainor, Sage Allen, Joanna Sanchez",Richard Donner,8834
"Shaquille O'Neal, Annabeth Gish, Richard Roundtree, Judd Nelson, Irma P. Hall, Johanna Ray, Harvey Silver, Ray J, Charles Napier, Kerrie Keane, Eric Pierpoint, Tembi Locke, Thom Barry, Gary Graham, Hill Harper, Rutanya Alda, John Hawkes, Kevin Grevioux, Tim DeZarn, Michael Shamus Wiles, Kamau Holloway, Maurice Chasse, Josh Cruze, Nancy Wolfe, Rick Worthy, Scotch Ellis Loring, Jacquelyn Houston, John F. O'Donohue, Cyd Strittmatter, Kevin Sifuentes",Kenneth Johnson,8854
"Mira Sorvino, Jeremy Northam, Giancarlo Giannini, Josh Brolin, Alexander Goodwin, Charles S. Dutton, F. Murray Abraham, Alix Koromzay, James Costa, Javon Barnwell, Norman Reedus, Ho Pak-Kwong, Glenn Bang, Julian Richings, James Kidnie, Doug Jones",Guillermo del Toro,4961
"Alicia Silverstone, Benicio del Toro, Christopher Walken, Jack Thompson, Harry Connick Jr., Stacy Grant, Nicholas Turturro, Michael Bowen, Robert Wisden, Leland Orser, Sally Kirkland, Hiro Kanagawa, Brendan Beiser, Demetri Goritsas, Jorge Vargas, Danielle Saklofsky, Callum Keith Rennie, Carrie Cain-Sparks, Nicole Parker, Bill Croft",Marco Brambilla,26180
"Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr, Tony Plana, Karina Arroyave, Lobo Sebastian, Jack Kehler, Jonah Rooney, Demetrius Navarro, Ebony Monique Solomon, Jonny Bogris, Dominic Hoffman, Martha Velez, Method Man, Kathryn Leigh Scott, Sage Allen, Donal Gibson, Liza del Mundo, Vic Polizos, Leonard L. Thomas, Antwon Tanner, Joanna Sanchez, Richard Riehle, Esther Scott, Harri James, Esther Mercado, Chase A. Garland, Guy Torry, Janette Andrade",Kevin Reynolds,6072
"Alec Baldwin, Sean Connery, Scott Glenn, Sam Neill, James Earl Jones, Joss Ackland, Richard Jordan, Stellan Skarsgård, Courtney B. Vance, Peter Firth, Tim Curry, Jeffrey Jones, Timothy Carhart, Larry Ferguson, Fred Dalton Thompson, Daniel Davis, Ned Vaughn, Anthony Peck, Ronald Guttman, Tomas Arana, Sven-Ole Thorsen, Rick Ducommun, Mark Draxton, Tom Fisher, Pete Antico, Anatoli Davydov, Ivan G'Vera, Sven-Ole Thorsen, Boris Lee Krutonog, Kenton Kovell, Gates McFadden, Andrew Divoff, Philip Ettington",John McTiernan,1669
"River Phoenix, Keanu Reeves, James Russo, William Richert, Rodney Harvey, Chiara Caselli, Grace Zabriskie, Tom Troupe, Michael Parker, Jessie Thomas, Flea, Udo Kier, Sally Curtice",Gus Van Sant,468
"Douglas Spain, Efrain Figueroa, Kandeyce Jorden, Martha Velez, Lysa Flores, Annette Murphy, Robin Thomas, Vincent Chandler, Al Vicente, Herbert Siguenza, Michael Peña",Miguel Arteta,108401
"George Clooney, Nicole Kidman, Marcel Iureș, Goran Visnjic, Armin Mueller-Stahl, Tamara Tunie, Aleksandr Baluev, Rene Medvešek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany, Michael Boatman, Joan Copeland, Carlos Gómez, Slavko Juraga, Aleksandr Peskov, Dejan Aćimović, Harsh Nayyar, Matt Adler, Aleksandr Yatsko, Jared Chandler",Mimi Leder,6623
"Kevin Spacey, Guy Pearce, Danny DeVito, James Cromwell, Kim Basinger, Russell Crowe, David Strathairn, Ron Rifkin, Matt McCoy, Paul Guilfoyle, Paolo Seganti, Elisabeth Granli, Sandra Taylor, Steve Rankin, Graham Beckel, Simon Baker, Allan Graf, Symba, Bob Clendenin, Lennie Loftin, Will Zahrn, Amber Smith, Darrell Sandeen, Michael Warwick, Shawnee Free Jones, Thomas Rosales, Jr., Norman Howell, Brian Lally, John Mahon, Tomas Arana, Michael McCleery, Jack Conley, Jack Knight, Gene Wolande, Michael Chieffo, Ingo Neuhaus, Jim Metzler, Jeremiah Birkett, Salim Grant, Marisol Padilla Sánchez, Jeff Sanders, Steven Lambert, Jordan Marder, Gregory White, April Breneman, Brenda Bakke, Rebecca Klingler, Irene Roseen, Scott Eberlein, David St. James, Jeff Austin, Robert Foster, Robert Thompson, Don Pulford, Jan Citron, Scott McKinley, George Oliver, Jimmy Ortega, Gilbert Rosales, Nectar Rose, Rocco Salata, Dell Yount",Curtis Hanson,2118
"Kevin Corrigan, Linda Fiorentino, Michael Rapaport, Lili Taylor, James Woods, Burt Young, Olek Krupa, John Ventimiglia, Bianca Hunter, Gary Perez, Lawton Paseka",Matthew Harrison,56651
"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Spike Jonze, Anna Katarina, Armin Mueller-Stahl, Carroll Baker, Scott Hunter McGuire, Elizabeth Dennehy, Daniel Schorr, John Aprea, Charles Martinet, Caroline Barclay, Peter Donat, Florentine Mocanu, Kimberly Russell, Gerry Becker, Jarion Monroe, Joe Frank, Harrison Young, Tommy Flanagan, Kat Kilkenny, John Cassini, Harris Savides, Victor Talmadge, Keena Turner, Owen Masterson, Yuji Okumoto, Hideo Kimura, Rachel Flanagan, Mark Boone Junior, Joy Ann Ryan, Jack Kehoe, Christopher John Fields, Linda Manz, Duffy Gaver, Bob Stephenson, John Hammil, Rachel Steinberg, George Maguire, Trish Summerville, Jason Kristofer, Lily Soh Froehlich, Charles Branklyn, Michael Massee",David Fincher,2649
"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith, Ethan Suplee, Scott Mosier, Casey Affleck, Matt Damon, Brian O'Halloran, Carmen Llywelyn, Guinevere Turner, Joe Quesada, Illeana Douglas, Welker White",Kevin Smith,2255
"Jason Flemyng, Antony Sher, Dorothy Tutin, Anthony Higgins, Bill Nighy, Diane Parish, Philip Voss, Aiden Waters, Natalie Roles, Freddy Douglas, Kenneth Olumuyiwa Tharp, Michael Keegan-Dolan, Linda Bassett, Allan Corduner, Richard Hope, Sakuntala Ramanee",Nancy Meckler,172545
"Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr., Bridgette Wilson, Johnny Galecki, Muse Watson, Anne Heche, Stuart Greer, Dan Albright, Rasool J'Han",Jim Gillespie,3597
"Ethan Hawke, Jude Law, Gore Vidal, Uma Thurman, Alan Arkin, Xander Berkeley, Jayne Brook, William Lee Scott, Loren Dean, Ernest Borgnine, Tony Shalhoub, Una Damon",Andrew Niccol,782
"Rachel Weisz, Vincent Pérez, Ian McKellen, Kathy Bates, Joss Ackland, Zoë Wanamaker, Tony Haygarth, Fiona Victory, Roger Ashton-Griffiths, William Scott-Masson, Eve Matheson, Dave Hill, Tom Bell",Beeban Kidron,1959
"Rowan Atkinson, Peter MacNicol, John Mills, Pamela Reed, Harris Yulin, Burt Reynolds, Larry Drake, Danny Goldring, Johnny Galecki, Chris Ellis, Sandra Oh, Andrew Lawrence, Peter Egan, Peter Capaldi, June Brown, Peter James",Mel Smith,1281
